/* DATA DESCRIPTION:
Citation:	Gkinis, Vasileios; Simonsen, Sebastian B; Buchardt, Susanne L; White, James W C; Vinther, Bo M (2014): Accumulation reconstruction using a DJ model for the NorthGRIP site. PANGAEA, https://doi.org/10.1594/PANGAEA.871564, 
	In supplement to: Gkinis, V et al. (2014): Water isotope diffusion rates from the NorthGRIP ice core for the last 16,000 years – Glaciological and paleoclimatic implications. Earth and Planetary Science Letters, 405, 132-141, https://doi.org/10.1016/j.epsl.2014.08.022
Project(s):	North Greenland Ice Core Project (NGRIP) (URI: http://www.gfy.ku.dk/~www-glac/ngrip/index_eng.htm)
Coverage:	LATITUDE: 75.100000 * LONGITUDE: -42.320000
	DATE/TIME START: 1996-07-01T00:00:00 * DATE/TIME END: 1996-07-01T00:00:00
	MINIMUM DEPTH, ice/snow: 22.375 m * MAXIMUM DEPTH, ice/snow: 1635.375 m
Event(s):	NGRIP * LATITUDE: 75.100000 * LONGITUDE: -42.320000 * DATE/TIME: 1996-07-01T00:00:00 * ELEVATION: 2925.0 m * CAMPAIGN: NGRIP * BASIS: Sampling/drilling ice * METHOD/DEVICE: Ice drill (ICEDRILL)
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE * PI: Gkinis, Vasileios (https://orcid.org/0000-0002-5910-1549, v.gkinis@nbi.ku.dk, http://www.nbi.ku.dk/english/staff/?pure=en/persons/339558)
	Age [ka b2k] (Age) * PI: Gkinis, Vasileios (https://orcid.org/0000-0002-5910-1549, v.gkinis@nbi.ku.dk, http://www.nbi.ku.dk/english/staff/?pure=en/persons/339558)
	Accumulation rate in ice equivalent per year [m/a] (Acc rate ice per year) * PI: Gkinis, Vasileios (https://orcid.org/0000-0002-5910-1549, v.gkinis@nbi.ku.dk, http://www.nbi.ku.dk/english/staff/?pure=en/persons/339558)
	Annual layer thickness [m] (Ann layer thick) * PI: Gkinis, Vasileios (https://orcid.org/0000-0002-5910-1549, v.gkinis@nbi.ku.dk, http://www.nbi.ku.dk/english/staff/?pure=en/persons/339558) * COMMENT: The annual layer thickness lambda is based on the GICC05 chronology
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	9681 data points
*/
Depth ice/snow [m]	Age [ka b2k]	Acc rate ice per year [m/a]	Ann layer thick [m]
667.875	3.8195	0.2016	0.1498
668.375	3.8228	0.2022	0.1502
668.875	3.8261	0.2026	0.1505
669.375	3.8294	0.2029	0.1507
669.875	3.8327	0.2033	0.1510
670.375	3.8360	0.2037	0.1512
670.875	3.8393	0.2041	0.1514
671.375	3.8424	0.2063	0.1530
671.875	3.8455	0.2089	0.1549
672.375	3.8485	0.2115	0.1568
672.875	3.8516	0.2141	0.1587
673.375	3.8546	0.2168	0.1606
673.875	3.8577	0.2194	0.1625
674.375	3.8608	0.2201	0.1630
674.875	3.8644	0.2146	0.1589
675.375	3.8679	0.2090	0.1547
675.875	3.8715	0.2034	0.1505
676.375	3.8751	0.1978	0.1463
676.875	3.8786	0.1922	0.1421
677.375	3.8820	0.1913	0.1414
677.875	3.8854	0.1934	0.1429
678.375	3.8887	0.1954	0.1444
678.875	3.8921	0.1975	0.1459
679.375	3.8954	0.1996	0.1474
679.875	3.8988	0.2017	0.1489
680.375	3.9023	0.2009	0.1483
680.875	3.9059	0.1984	0.1464
681.375	3.9095	0.1959	0.1445
681.875	3.9131	0.1934	0.1426
682.375	3.9167	0.1909	0.1408
682.875	3.9202	0.1886	0.1390
683.375	3.9238	0.1890	0.1393
683.875	3.9274	0.1894	0.1396
684.375	3.9309	0.1898	0.1398
684.875	3.9345	0.1902	0.1401
685.375	3.9380	0.1906	0.1404
685.875	3.9416	0.1910	0.1405
686.375	3.9451	0.1911	0.1406
686.875	3.9487	0.1913	0.1407
687.375	3.9522	0.1915	0.1408
687.875	3.9558	0.1916	0.1409
688.375	3.9593	0.1918	0.1410
688.875	3.9625	0.1952	0.1435
689.375	3.9656	0.1994	0.1465
689.875	3.9688	0.2036	0.1495
690.375	3.9719	0.2078	0.1526
690.875	3.9750	0.2120	0.1556
691.375	3.9781	0.2162	0.1586
691.875	3.9814	0.2169	0.1591
692.375	3.9849	0.2121	0.1556
692.875	3.9885	0.2073	0.1520
693.375	3.9921	0.2025	0.1484
693.875	3.9956	0.1977	0.1449
694.375	3.9992	0.1929	0.1413
694.875	4.0027	0.1920	0.1406
695.375	4.0063	0.1923	0.1408
695.875	4.0098	0.1926	0.1410
696.375	4.0133	0.1929	0.1412
696.875	4.0169	0.1932	0.1413
697.375	4.0203	0.1940	0.1419
697.875	4.0234	0.1990	0.1455
698.375	4.0264	0.2040	0.1491
698.875	4.0294	0.2091	0.1528
699.375	4.0324	0.2141	0.1564
699.875	4.0354	0.2191	0.1600
700.375	4.0385	0.2241	0.1637
700.875	4.0414	0.2275	0.1661
701.375	4.0443	0.2293	0.1673
701.875	4.0472	0.2310	0.1685
702.375	4.0500	0.2327	0.1698
702.875	4.0529	0.2345	0.1710
703.375	4.0558	0.2362	0.1722
703.875	4.0586	0.2380	0.1734
704.375	4.0619	0.2345	0.1708
704.875	4.0654	0.2264	0.1649
705.375	4.0690	0.2182	0.1589
705.875	4.0726	0.2101	0.1530
706.375	4.0761	0.2020	0.1470
706.875	4.0797	0.1938	0.1410
707.375	4.0828	0.1971	0.1433
707.875	4.0860	0.2014	0.1465
708.375	4.0891	0.2057	0.1496
708.875	4.0922	0.2101	0.1527
709.375	4.0953	0.2144	0.1558
709.875	4.0984	0.2188	0.1589
710.375	4.1016	0.2197	0.1596
710.875	4.1050	0.2171	0.1576
711.375	4.1084	0.2145	0.1557
711.875	4.1117	0.2119	0.1538
712.375	4.1151	0.2093	0.1518
712.875	4.1184	0.2067	0.1499
713.375	4.1219	0.2040	0.1479
713.875	4.1256	0.2012	0.1458
714.375	4.1292	0.1983	0.1437
714.875	4.1328	0.1955	0.1416
715.375	4.1365	0.1927	0.1395
715.875	4.1401	0.1899	0.1375
716.375	4.1437	0.1902	0.1377
716.875	4.1473	0.1905	0.1379
717.375	4.1509	0.1908	0.1380
717.875	4.1545	0.1911	0.1382
718.375	4.1582	0.1914	0.1384
718.875	4.1618	0.1917	0.1385
719.375	4.1654	0.1919	0.1386
719.875	4.1690	0.1920	0.1387
720.375	4.1726	0.1922	0.1388
720.875	4.1762	0.1924	0.1389
721.375	4.1797	0.1926	0.1390
721.875	4.1834	0.1918	0.1384
722.375	4.1871	0.1910	0.1378
722.875	4.1908	0.1901	0.1371
723.375	4.1945	0.1893	0.1365
723.875	4.1982	0.1884	0.1358
724.375	4.2019	0.1879	0.1354
724.875	4.2056	0.1877	0.1352
725.375	4.2093	0.1875	0.1350
725.875	4.2130	0.1873	0.1348
726.375	4.2168	0.1871	0.1347
726.875	4.2205	0.1871	0.1346
727.375	4.2240	0.1888	0.1358
727.875	4.2276	0.1904	0.1370
728.375	4.2311	0.1921	0.1381
728.875	4.2346	0.1937	0.1393
729.375	4.2382	0.1954	0.1404
729.875	4.2417	0.1971	0.1416
730.375	4.2450	0.1988	0.1428
730.875	4.2484	0.2005	0.1439
731.375	4.2518	0.2022	0.1451
731.875	4.2552	0.2039	0.1463
732.375	4.2585	0.2056	0.1475
732.875	4.2622	0.2031	0.1456
733.375	4.2662	0.1974	0.1415
733.875	4.2701	0.1916	0.1374
734.375	4.2741	0.1859	0.1332
734.875	4.2780	0.1802	0.1291
735.375	4.2816	0.1804	0.1292
735.875	4.2848	0.1866	0.1336
736.375	4.2881	0.1929	0.1381
736.875	4.2913	0.1992	0.1425
737.375	4.2945	0.2054	0.1470
737.875	4.2978	0.2117	0.1514
738.375	4.3011	0.2148	0.1536
738.875	4.3047	0.2107	0.1506
739.375	4.3084	0.2065	0.1476
739.875	4.3120	0.2024	0.1446
740.375	4.3156	0.1983	0.1416
740.875	4.3192	0.1942	0.1386
741.375	4.3226	0.1957	0.1397
741.875	4.3259	0.1988	0.1419
742.375	4.3292	0.2019	0.1440
742.875	4.3325	0.2049	0.1462
743.375	4.3359	0.2080	0.1483
743.875	4.3392	0.2111	0.1505
744.375	4.3428	0.2082	0.1484
744.875	4.3466	0.2034	0.1449
745.375	4.3504	0.1985	0.1414
745.875	4.3542	0.1937	0.1379
746.375	4.3579	0.1888	0.1344
746.875	4.3616	0.1870	0.1331
747.375	4.3652	0.1888	0.1343
747.875	4.3688	0.1906	0.1356
748.375	4.3724	0.1924	0.1368
748.875	4.3759	0.1943	0.1381
749.375	4.3795	0.1961	0.1393
749.875	4.3829	0.1986	0.1411
750.375	4.3862	0.2012	0.1429
750.875	4.3895	0.2039	0.1447
751.375	4.3929	0.2065	0.1466
751.875	4.3962	0.2091	0.1484
752.375	4.3995	0.2118	0.1502
752.875	4.4029	0.2110	0.1496
753.375	4.4064	0.2096	0.1486
753.875	4.4099	0.2081	0.1475
754.375	4.4133	0.2067	0.1465
754.875	4.4168	0.2053	0.1455
755.375	4.4203	0.2038	0.1444
755.875	4.4240	0.2010	0.1423
756.375	4.4278	0.1981	0.1402
756.875	4.4315	0.1953	0.1382
757.375	4.4352	0.1924	0.1361
757.875	4.4390	0.1896	0.1341
758.375	4.4426	0.1900	0.1343
758.875	4.4462	0.1917	0.1355
759.375	4.4498	0.1934	0.1367
759.875	4.4533	0.1951	0.1378
760.375	4.4569	0.1968	0.1390
760.875	4.4605	0.1978	0.1397
761.375	4.4644	0.1944	0.1372
761.875	4.4684	0.1910	0.1348
762.375	4.4723	0.1876	0.1323
762.875	4.4762	0.1842	0.1299
763.375	4.4801	0.1808	0.1275
763.875	4.4841	0.1806	0.1273
764.375	4.4880	0.1804	0.1271
764.875	4.4920	0.1801	0.1269
765.375	4.4959	0.1799	0.1267
765.875	4.4999	0.1797	0.1265
766.375	4.5040	0.1785	0.1256
766.875	4.5081	0.1772	0.1247
767.375	4.5122	0.1759	0.1238
767.875	4.5163	0.1747	0.1228
768.375	4.5203	0.1737	0.1221
768.875	4.5242	0.1761	0.1238
769.375	4.5280	0.1785	0.1254
769.875	4.5318	0.1808	0.1270
770.375	4.5357	0.1832	0.1287
770.875	4.5395	0.1856	0.1303
771.375	4.5433	0.1866	0.1310
771.875	4.5470	0.1875	0.1316
772.375	4.5507	0.1883	0.1321
772.875	4.5545	0.1892	0.1327
773.375	4.5582	0.1901	0.1332
773.875	4.5617	0.1927	0.1351
774.375	4.5650	0.1970	0.1380
774.875	4.5683	0.2013	0.1410
775.375	4.5717	0.2056	0.1440
775.875	4.5750	0.2099	0.1470
776.375	4.5783	0.2142	0.1499
776.875	4.5817	0.2154	0.1507
777.375	4.5852	0.2131	0.1490
777.875	4.5887	0.2108	0.1474
778.375	4.5922	0.2084	0.1457
778.875	4.5957	0.2061	0.1440
779.375	4.5993	0.2038	0.1424
779.875	4.6027	0.2040	0.1425
780.375	4.6062	0.2049	0.1431
780.875	4.6096	0.2058	0.1437
781.375	4.6130	0.2068	0.1443
781.875	4.6165	0.2077	0.1449
782.375	4.6199	0.2086	0.1455
782.875	4.6238	0.2033	0.1417
783.375	4.6278	0.1978	0.1379
783.875	4.6318	0.1923	0.1340
784.375	4.6358	0.1868	0.1301
784.875	4.6397	0.1813	0.1263
785.375	4.6431	0.1862	0.1297
785.875	4.6465	0.1919	0.1336
786.375	4.6498	0.1976	0.1375
786.875	4.6531	0.2033	0.1414
787.375	4.6565	0.2090	0.1454
787.875	4.6598	0.2147	0.1493
788.375	4.6635	0.2118	0.1472
788.875	4.6671	0.2085	0.1449
789.375	4.6708	0.2051	0.1425
789.875	4.6745	0.2017	0.1401
790.375	4.6781	0.1984	0.1377
790.875	4.6820	0.1942	0.1348
791.375	4.6862	0.1893	0.1314
791.875	4.6904	0.1844	0.1279
792.375	4.6945	0.1795	0.1245
792.875	4.6987	0.1746	0.1211
793.375	4.7026	0.1756	0.1217
793.875	4.7064	0.1792	0.1241
794.375	4.7101	0.1827	0.1266
794.875	4.7139	0.1863	0.1290
795.375	4.7176	0.1899	0.1315
795.875	4.7213	0.1935	0.1339
796.375	4.7246	0.1971	0.1364
796.875	4.7280	0.2007	0.1388
797.375	4.7314	0.2043	0.1413
797.875	4.7348	0.2079	0.1437
798.375	4.7382	0.2116	0.1462
798.875	4.7420	0.2088	0.1442
799.375	4.7464	0.1988	0.1373
799.875	4.7507	0.1889	0.1304
800.375	4.7550	0.1789	0.1235
800.875	4.7594	0.1689	0.1165
801.375	4.7627	0.1759	0.1214
801.875	4.7658	0.1860	0.1283
802.375	4.7689	0.1960	0.1352
802.875	4.7721	0.2061	0.1421
803.375	4.7752	0.2162	0.1489
803.875	4.7783	0.2262	0.1558
804.375	4.7816	0.2300	0.1584
804.875	4.7850	0.2267	0.1561
805.375	4.7885	0.2235	0.1538
805.875	4.7919	0.2202	0.1515
806.375	4.7953	0.2169	0.1492
806.875	4.7987	0.2136	0.1469
807.375	4.8022	0.2114	0.1453
807.875	4.8058	0.2099	0.1443
808.375	4.8094	0.2084	0.1432
808.875	4.8130	0.2069	0.1421
809.375	4.8165	0.2054	0.1410
809.875	4.8201	0.2038	0.1399
810.375	4.8241	0.1997	0.1370
810.875	4.8281	0.1955	0.1341
811.375	4.8321	0.1914	0.1312
811.875	4.8361	0.1872	0.1284
812.375	4.8400	0.1831	0.1255
812.875	4.8441	0.1828	0.1253
813.375	4.8481	0.1826	0.1251
813.875	4.8521	0.1824	0.1249
814.375	4.8561	0.1821	0.1247
814.875	4.8601	0.1821	0.1246
815.375	4.8635	0.1875	0.1283
815.875	4.8670	0.1929	0.1320
816.375	4.8704	0.1984	0.1357
816.875	4.8738	0.2038	0.1393
817.375	4.8772	0.2093	0.1430
817.875	4.8808	0.2122	0.1450
818.375	4.8849	0.2047	0.1399
818.875	4.8890	0.1972	0.1347
819.375	4.8932	0.1897	0.1295
819.875	4.8973	0.1822	0.1244
820.375	4.9014	0.1782	0.1216
820.875	4.9052	0.1807	0.1232
821.375	4.9091	0.1831	0.1249
821.875	4.9129	0.1856	0.1265
822.375	4.9168	0.1880	0.1281
822.875	4.9206	0.1902	0.1296
823.375	4.9244	0.1910	0.1301
823.875	4.9282	0.1917	0.1305
824.375	4.9320	0.1925	0.1310
824.875	4.9358	0.1932	0.1315
825.375	4.9396	0.1940	0.1319
825.875	4.9437	0.1911	0.1300
826.375	4.9478	0.1878	0.1277
826.875	4.9519	0.1845	0.1254
827.375	4.9561	0.1813	0.1232
827.875	4.9602	0.1783	0.1211
828.375	4.9639	0.1818	0.1235
828.875	4.9677	0.1853	0.1258
829.375	4.9714	0.1888	0.1281
829.875	4.9752	0.1923	0.1305
830.375	4.9789	0.1958	0.1328
830.875	4.9824	0.1990	0.1349
831.375	4.9859	0.2019	0.1369
831.875	4.9893	0.2049	0.1389
832.375	4.9928	0.2079	0.1409
832.875	4.9962	0.2109	0.1428
833.375	4.9997	0.2139	0.1448
833.875	5.0036	0.2090	0.1415
834.375	5.0076	0.2033	0.1376
834.875	5.0116	0.1976	0.1337
835.375	5.0156	0.1920	0.1298
835.875	5.0196	0.1863	0.1259
836.375	5.0231	0.1901	0.1285
836.875	5.0265	0.1951	0.1319
837.375	5.0300	0.2002	0.1352
837.875	5.0334	0.2052	0.1386
838.375	5.0369	0.2103	0.1419
838.875	5.0403	0.2147	0.1449
839.375	5.0439	0.2129	0.1436
839.875	5.0476	0.2111	0.1423
840.375	5.0512	0.2092	0.1411
840.875	5.0548	0.2074	0.1398
841.375	5.0584	0.2056	0.1385
841.875	5.0622	0.2036	0.1372
842.375	5.0660	0.2016	0.1357
842.875	5.0698	0.1995	0.1343
843.375	5.0737	0.1974	0.1329
843.875	5.0775	0.1953	0.1314
844.375	5.0813	0.1940	0.1305
844.875	5.0852	0.1941	0.1305
845.375	5.0890	0.1941	0.1305
845.875	5.0928	0.1942	0.1305
846.375	5.0967	0.1942	0.1305
846.875	5.1004	0.1952	0.1311
847.375	5.1035	0.2025	0.1360
847.875	5.1066	0.2098	0.1409
848.375	5.1097	0.2171	0.1457
848.875	5.1127	0.2244	0.1506
849.375	5.1158	0.2318	0.1554
849.875	5.1189	0.2391	0.1603
850.375	5.1224	0.2373	0.1590
850.875	5.1260	0.2305	0.1545
851.375	5.1297	0.2238	0.1499
851.875	5.1333	0.2170	0.1453
852.375	5.1370	0.2103	0.1408
852.875	5.1406	0.2050	0.1372
853.375	5.1440	0.2070	0.1385
853.875	5.1475	0.2090	0.1398
854.375	5.1510	0.2110	0.1411
854.875	5.1544	0.2130	0.1424
855.375	5.1579	0.2150	0.1437
855.875	5.1614	0.2159	0.1443
856.375	5.1649	0.2151	0.1436
856.875	5.1685	0.2142	0.1430
857.375	5.1720	0.2133	0.1424
857.875	5.1756	0.2125	0.1418
858.375	5.1791	0.2116	0.1412
858.875	5.1828	0.2095	0.1397
859.375	5.1866	0.2070	0.1380
859.875	5.1904	0.2045	0.1363
860.375	5.1942	0.2020	0.1346
860.875	5.1980	0.1995	0.1329
861.375	5.2017	0.1991	0.1326
861.875	5.2053	0.2009	0.1337
862.375	5.2089	0.2027	0.1349
862.875	5.2125	0.2045	0.1361
863.375	5.2161	0.2064	0.1372
863.875	5.2197	0.2082	0.1384
864.375	5.2232	0.2102	0.1397
864.875	5.2266	0.2122	0.1410
865.375	5.2300	0.2142	0.1423
865.875	5.2335	0.2162	0.1435
866.375	5.2369	0.2182	0.1448
866.875	5.2403	0.2195	0.1457
867.375	5.2442	0.2146	0.1424
867.875	5.2481	0.2097	0.1391
868.375	5.2520	0.2048	0.1358
868.875	5.2559	0.1999	0.1325
869.375	5.2597	0.1950	0.1292
869.875	5.2634	0.1966	0.1303
870.375	5.2671	0.1988	0.1317
870.875	5.2707	0.2009	0.1330
871.375	5.2744	0.2031	0.1344
871.875	5.2781	0.2052	0.1358
872.375	5.2819	0.2047	0.1354
872.875	5.2859	0.2013	0.1331
873.375	5.2899	0.1979	0.1308
873.875	5.2939	0.1945	0.1285
874.375	5.2979	0.1910	0.1262
874.875	5.3018	0.1899	0.1255
875.375	5.3057	0.1915	0.1264
875.875	5.3095	0.1930	0.1274
876.375	5.3133	0.1945	0.1283
876.875	5.3172	0.1960	0.1293
877.375	5.3211	0.1967	0.1297
877.875	5.3251	0.1951	0.1286
878.375	5.3291	0.1934	0.1275
878.875	5.3331	0.1918	0.1264
879.375	5.3371	0.1902	0.1253
879.875	5.3412	0.1887	0.1242
880.375	5.3454	0.1873	0.1233
880.875	5.3495	0.1859	0.1224
881.375	5.3537	0.1846	0.1214
881.875	5.3579	0.1832	0.1205
882.375	5.3617	0.1859	0.1222
882.875	5.3651	0.1928	0.1267
883.375	5.3685	0.1998	0.1313
883.875	5.3719	0.2067	0.1358
884.375	5.3753	0.2137	0.1403
884.875	5.3787	0.2206	0.1448
885.375	5.3824	0.2203	0.1446
885.875	5.3862	0.2157	0.1415
886.375	5.3901	0.2111	0.1384
886.875	5.3939	0.2065	0.1354
887.375	5.3977	0.2018	0.1323
887.875	5.4015	0.2002	0.1312
888.375	5.4050	0.2029	0.1329
888.875	5.4086	0.2055	0.1346
889.375	5.4122	0.2082	0.1363
889.875	5.4158	0.2108	0.1380
890.375	5.4193	0.2135	0.1397
890.875	5.4232	0.2107	0.1378
891.375	5.4272	0.2067	0.1352
891.875	5.4311	0.2027	0.1325
892.375	5.4351	0.1987	0.1298
892.875	5.4390	0.1947	0.1272
893.375	5.4427	0.1958	0.1279
893.875	5.4464	0.1987	0.1297
894.375	5.4501	0.2015	0.1315
894.875	5.4537	0.2044	0.1334
895.375	5.4574	0.2073	0.1352
895.875	5.4611	0.2093	0.1365
896.375	5.4647	0.2094	0.1365
896.875	5.4684	0.2095	0.1365
897.375	5.4721	0.2095	0.1365
897.875	5.4757	0.2096	0.1365
898.375	5.4794	0.2096	0.1365
898.875	5.4830	0.2098	0.1366
899.375	5.4867	0.2100	0.1367
899.875	5.4903	0.2102	0.1368
900.375	5.4940	0.2104	0.1368
900.875	5.4976	0.2106	0.1369
901.375	5.5013	0.2102	0.1366
901.875	5.5051	0.2087	0.1356
902.375	5.5089	0.2071	0.1345
902.875	5.5127	0.2056	0.1335
903.375	5.5165	0.2041	0.1325
903.875	5.5203	0.2027	0.1315
904.375	5.5241	0.2033	0.1319
904.875	5.5278	0.2040	0.1323
905.375	5.5316	0.2046	0.1327
905.875	5.5353	0.2053	0.1330
906.375	5.5391	0.2059	0.1334
906.875	5.5428	0.2066	0.1338
907.375	5.5464	0.2074	0.1343
907.875	5.5501	0.2082	0.1348
908.375	5.5538	0.2090	0.1352
908.875	5.5575	0.2097	0.1357
909.375	5.5612	0.2095	0.1355
909.875	5.5651	0.2070	0.1338
910.375	5.5691	0.2045	0.1322
910.875	5.5730	0.2020	0.1305
911.375	5.5769	0.1994	0.1288
911.875	5.5808	0.1978	0.1277
912.375	5.5846	0.1993	0.1286
912.875	5.5883	0.2008	0.1296
913.375	5.5921	0.2023	0.1305
913.875	5.5959	0.2039	0.1315
914.375	5.5997	0.2054	0.1324
914.875	5.6035	0.2050	0.1322
915.375	5.6073	0.2045	0.1318
915.875	5.6111	0.2040	0.1314
916.375	5.6150	0.2034	0.1310
916.875	5.6188	0.2029	0.1306
917.375	5.6227	0.2022	0.1301
917.875	5.6266	0.2013	0.1295
918.375	5.6305	0.2005	0.1289
918.875	5.6345	0.1996	0.1283
919.375	5.6384	0.1988	0.1277
919.875	5.6423	0.1987	0.1277
920.375	5.6462	0.1992	0.1280
920.875	5.6500	0.1997	0.1283
921.375	5.6539	0.2003	0.1285
921.875	5.6578	0.2008	0.1288
922.375	5.6617	0.2005	0.1286
922.875	5.6657	0.1991	0.1277
923.375	5.6698	0.1978	0.1268
923.875	5.6738	0.1964	0.1259
924.375	5.6778	0.1951	0.1250
924.875	5.6818	0.1947	0.1247
925.375	5.6857	0.1955	0.1252
925.875	5.6896	0.1964	0.1257
926.375	5.6936	0.1972	0.1262
926.875	5.6975	0.1980	0.1267
927.375	5.7016	0.1975	0.1263
927.875	5.7058	0.1946	0.1244
928.375	5.7100	0.1916	0.1225
928.875	5.7143	0.1887	0.1206
929.375	5.7185	0.1858	0.1187
929.875	5.7227	0.1856	0.1185
930.375	5.7268	0.1870	0.1194
930.875	5.7309	0.1883	0.1202
931.375	5.7350	0.1897	0.1210
931.875	5.7391	0.1910	0.1218
932.375	5.7428	0.1952	0.1245
932.875	5.7463	0.2004	0.1277
933.375	5.7499	0.2055	0.1309
933.875	5.7535	0.2106	0.1341
934.375	5.7570	0.2157	0.1373
934.875	5.7607	0.2189	0.1394
935.375	5.7648	0.2130	0.1355
935.875	5.7689	0.2071	0.1317
936.375	5.7730	0.2012	0.1279
936.875	5.7772	0.1953	0.1241
937.375	5.7812	0.1918	0.1219
937.875	5.7851	0.1937	0.1230
938.375	5.7891	0.1956	0.1242
938.875	5.7930	0.1975	0.1254
939.375	5.7969	0.1994	0.1266
939.875	5.8009	0.2005	0.1272
940.375	5.8050	0.1982	0.1257
940.875	5.8092	0.1960	0.1243
941.375	5.8133	0.1938	0.1228
941.875	5.8175	0.1915	0.1214
942.375	5.8214	0.1921	0.1217
942.875	5.8251	0.1970	0.1248
943.375	5.8287	0.2020	0.1279
943.875	5.8323	0.2069	0.1310
944.375	5.8360	0.2119	0.1341
944.875	5.8396	0.2168	0.1372
945.375	5.8436	0.2139	0.1353
945.875	5.8476	0.2100	0.1328
946.375	5.8516	0.2062	0.1303
946.875	5.8556	0.2023	0.1278
947.375	5.8596	0.1984	0.1253
947.875	5.8633	0.2005	0.1266
948.375	5.8670	0.2033	0.1283
948.875	5.8707	0.2062	0.1301
949.375	5.8745	0.2091	0.1319
949.875	5.8782	0.2119	0.1336
950.375	5.8818	0.2149	0.1355
950.875	5.8852	0.2180	0.1374
951.375	5.8886	0.2210	0.1392
951.875	5.8921	0.2241	0.1411
952.375	5.8955	0.2272	0.1430
952.875	5.8989	0.2303	0.1449
953.375	5.9027	0.2270	0.1428
953.875	5.9067	0.2209	0.1390
954.375	5.9107	0.2149	0.1351
954.875	5.9146	0.2088	0.1312
955.375	5.9186	0.2027	0.1274
955.875	5.9226	0.2008	0.1261
956.375	5.9265	0.2012	0.1263
956.875	5.9304	0.2016	0.1265
957.375	5.9344	0.2019	0.1267
957.875	5.9383	0.2023	0.1269
958.375	5.9427	0.1976	0.1239
958.875	5.9475	0.1891	0.1185
959.375	5.9523	0.1806	0.1132
959.875	5.9571	0.1720	0.1078
960.375	5.9615	0.1699	0.1064
960.875	5.9653	0.1778	0.1113
961.375	5.9692	0.1857	0.1162
961.875	5.9730	0.1936	0.1211
962.375	5.9769	0.2015	0.1260
962.875	5.9808	0.2074	0.1297
963.375	5.9849	0.2046	0.1279
963.875	5.9890	0.2019	0.1262
964.375	5.9931	0.1992	0.1244
964.875	5.9972	0.1964	0.1227
965.375	6.0012	0.1962	0.1225
965.875	6.0048	0.2010	0.1255
966.375	6.0084	0.2059	0.1285
966.875	6.0121	0.2108	0.1315
967.375	6.0157	0.2156	0.1344
967.875	6.0193	0.2205	0.1374
968.375	6.0235	0.2150	0.1340
968.875	6.0279	0.2070	0.1290
969.375	6.0322	0.1990	0.1240
969.875	6.0366	0.1911	0.1189
970.375	6.0409	0.1853	0.1153
970.875	6.0450	0.1876	0.1167
971.375	6.0491	0.1900	0.1182
971.875	6.0532	0.1924	0.1196
972.375	6.0573	0.1947	0.1210
972.875	6.0613	0.1971	0.1224
973.375	6.0652	0.1993	0.1238
973.875	6.0690	0.2016	0.1252
974.375	6.0729	0.2038	0.1265
974.875	6.0768	0.2061	0.1279
975.375	6.0807	0.2078	0.1289
975.875	6.0846	0.2073	0.1285
976.375	6.0885	0.2067	0.1281
976.875	6.0925	0.2061	0.1278
977.375	6.0964	0.2056	0.1274
977.875	6.1004	0.2045	0.1267
978.375	6.1049	0.1986	0.1229
978.875	6.1095	0.1926	0.1192
979.375	6.1140	0.1866	0.1155
979.875	6.1185	0.1806	0.1117
980.375	6.1226	0.1825	0.1128
980.875	6.1265	0.1882	0.1163
981.375	6.1304	0.1939	0.1199
981.875	6.1343	0.1997	0.1234
982.375	6.1382	0.2054	0.1269
982.875	6.1420	0.2084	0.1287
983.375	6.1459	0.2089	0.1289
983.875	6.1497	0.2095	0.1292
984.375	6.1536	0.2100	0.1295
984.875	6.1574	0.2105	0.1298
985.375	6.1613	0.2108	0.1299
985.875	6.1652	0.2104	0.1296
986.375	6.1691	0.2100	0.1293
986.875	6.1730	0.2095	0.1290
987.375	6.1768	0.2091	0.1287
987.875	6.1809	0.2074	0.1276
988.375	6.1855	0.1997	0.1229
988.875	6.1901	0.1921	0.1181
989.375	6.1948	0.1844	0.1134
989.875	6.1994	0.1767	0.1086
990.375	6.2036	0.1800	0.1106
990.875	6.2076	0.1849	0.1135
991.375	6.2117	0.1897	0.1165
991.875	6.2158	0.1946	0.1195
992.375	6.2199	0.1995	0.1224
992.875	6.2237	0.2020	0.1239
993.375	6.2276	0.2044	0.1253
993.875	6.2314	0.2068	0.1268
994.375	6.2353	0.2093	0.1282
994.875	6.2391	0.2117	0.1297
995.375	6.2431	0.2105	0.1289
995.875	6.2472	0.2083	0.1275
996.375	6.2513	0.2060	0.1261
996.875	6.2553	0.2037	0.1246
997.375	6.2594	0.2015	0.1232
997.875	6.2629	0.2064	0.1262
998.375	6.2664	0.2125	0.1299
998.875	6.2699	0.2187	0.1336
999.375	6.2733	0.2248	0.1373
999.875	6.2768	0.2310	0.1410
1000.375	6.2803	0.2363	0.1442
1000.875	6.2843	0.2300	0.1403
1001.375	6.2883	0.2237	0.1364
1001.875	6.2923	0.2173	0.1325
1002.375	6.2963	0.2110	0.1286
1002.875	6.3003	0.2051	0.1250
1003.375	6.3043	0.2054	0.1251
1003.875	6.3082	0.2056	0.1252
1004.375	6.3122	0.2058	0.1253
1004.875	6.3162	0.2061	0.1254
